	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1170
2	60	13	18	1173
3	90	54	113	1070
4	120	80	247	945
5	150	84	306	913
6	180	84	319	935
7	210	94	322	947
8	240	143	348	909
9	270	179	405	849
10	300	188	437	841
11	330	191	442	869
12	360	192	449	892
13	390	223	458	871
14	420	273	482	819
15	450	291	510	799
16	480	294	521	806
17	510	294	522	827
18	540	311	523	840
19	570	371	534	785
20	600	403	492	747
21	630	409	357	760
22	660	410	282	787
23	690	417	265	810
24	720	485	272	753
25	750	532	271	699
26	780	536	230	707
27	810	538	187	721
28	840	539	184	738
29	870	574	185	715
30	900	629	191	661
31	930	655	186	649
32	960	659	163	666
33	990	660	153	677
34	1020	679	149	680
35	1050	732	160	630
36	1080	761	161	611
37	1110	765	140	628
38	1140	765	127	642
39	1170	768	127	655
40	1200	819	131	620
41	1230	863	137	581
42	1260	871	130	572
43	1290	871	119	591
44	1320	871	120	610
45	1350	906	119	591
46	1380	964	124	534
47	1410	977	120	527
48	1440	980	105	541
