	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1174	0
2	60	25	1168	17
3	90	159	1029	56
4	120	298	885	95
5	150	393	817	102
6	180	432	795	106
7	210	446	783	127
8	240	480	729	183
9	270	530	664	216
10	300	554	648	230
11	330	559	679	233
12	360	568	672	257
13	390	594	616	310
14	420	612	582	348
15	450	627	561	367
16	480	628	576	370
17	510	628	574	385
18	540	635	525	439
19	570	636	523	465
20	600	529	527	471
21	630	374	554	472
22	660	274	557	485
23	690	229	538	516
24	720	220	520	545
25	750	198	524	554
26	780	153	532	561
27	810	125	537	579
28	840	120	503	624
29	870	119	485	658
30	900	102	487	666
31	930	80	495	669
32	960	65	496	677
33	990	64	470	719
34	1020	67	455	748
35	1050	67	452	763
36	1080	57	470	768
37	1110	53	472	780
38	1140	51	448	821
39	1170	53	432	851
40	1200	52	429	860
41	1230	46	441	863
42	1260	39	442	873
43	1290	38	427	896
44	1320	42	408	925
45	1350	43	405	935
46	1380	36	415	935
47	1410	33	423	941
48	1440	35	410	971
