	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	0	1
2	60	1174	22	17
3	90	1094	114	48
4	120	968	244	75
5	150	852	351	112
6	180	805	408	125
7	210	794	433	133
8	240	767	456	170
9	270	723	496	194
10	300	665	541	234
11	330	648	562	249
12	360	662	575	255
13	390	657	581	284
14	420	651	587	312
15	450	612	605	350
16	480	597	616	372
17	510	595	625	381
18	540	601	627	391
19	570	591	619	409
20	600	563	550	442
21	630	546	423	466
22	660	553	323	478
23	690	575	256	481
24	720	574	228	500
25	750	564	205	534
26	780	542	173	568
27	810	533	134	590
28	840	541	109	599
29	870	543	96	619
30	900	529	92	642
31	930	522	89	664
32	960	517	76	689
33	990	511	65	703
34	1020	506	57	719
35	1050	510	55	739
36	1080	514	57	759
37	1110	504	56	780
38	1140	504	53	794
39	1170	504	52	806
40	1200	488	51	834
41	1230	473	53	856
42	1260	469	53	873
43	1290	456	50	894
44	1320	459	49	902
45	1350	452	49	922
46	1380	436	51	949
47	1410	423	50	971
48	1440	413	52	987
