	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1175	0
2	60	16	1194	13
3	90	121	1093	46
4	120	303	921	72
5	150	393	859	74
6	180	405	875	76
7	210	407	890	76
8	240	411	883	95
9	270	447	810	169
10	300	497	730	222
11	330	520	727	230
12	360	527	737	232
13	390	529	764	232
14	420	532	770	243
15	450	553	691	317
16	480	575	626	381
17	510	591	618	391
18	540	589	642	393
19	570	585	658	393
20	600	509	666	403
21	630	319	617	463
22	660	236	560	527
23	690	220	550	544
24	720	219	566	546
25	750	220	576	546
26	780	198	593	552
27	810	144	559	604
28	840	123	528	646
29	870	122	528	663
30	900	122	550	665
31	930	121	575	665
32	960	109	594	666
33	990	88	567	705
34	1020	77	519	772
35	1050	74	529	785
36	1080	75	543	791
37	1110	75	569	791
38	1140	69	595	795
39	1170	55	574	826
40	1200	50	528	886
41	1230	54	515	905
42	1260	53	535	905
43	1290	52	561	905
44	1320	52	578	906
45	1350	51	553	951
46	1380	44	491	1030
47	1410	45	482	1051
48	1440	45	495	1052
