	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1183
2	60	16	29	1171
3	90	65	161	1019
4	120	101	303	874
5	150	115	409	773
6	180	122	448	760
7	210	123	464	766
8	240	123	467	791
9	270	124	469	833
10	300	124	471	860
11	330	124	471	893
12	360	124	474	918
13	390	124	475	938
14	420	124	478	970
15	450	124	480	993
16	480	124	480	1026
17	510	124	480	1059
18	540	124	480	1090
19	570	124	465	1144
20	600	152	358	1143
21	630	375	237	914
22	660	547	203	678
23	690	599	209	590
24	720	610	214	567
25	750	611	218	573
26	780	611	216	593
27	810	611	218	606
28	840	611	218	632
29	870	611	215	665
30	900	611	214	697
31	930	611	212	723
32	960	611	211	747
33	990	611	211	772
34	1020	611	213	804
35	1050	611	212	829
36	1080	611	211	860
37	1110	611	210	886
38	1140	615	188	910
39	1170	757	116	799
40	1200	920	88	627
41	1230	1023	83	521
42	1260	1046	84	508
43	1290	1051	86	521
44	1320	1053	86	532
45	1350	1054	87	543
46	1380	1054	88	567
47	1410	1054	88	585
48	1440	1054	88	604
