	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1179
2	60	20	22	1181
3	90	49	136	1069
4	120	80	281	933
5	150	103	389	824
6	180	111	436	800
7	210	112	453	799
8	240	113	456	831
9	270	139	467	828
10	300	209	501	745
11	330	269	546	661
12	360	291	575	640
13	390	303	585	631
14	420	307	586	643
15	450	308	589	674
16	480	328	594	665
17	510	399	604	603
18	540	457	620	544
19	570	493	625	508
20	600	500	529	520
21	630	502	389	527
22	660	502	276	539
23	690	513	219	538
24	720	556	203	511
25	750	603	209	467
26	780	626	216	449
27	810	629	192	458
28	840	629	146	470
29	870	630	117	483
30	900	638	102	487
31	930	676	104	459
32	960	721	106	424
33	990	742	103	415
34	1020	752	100	415
35	1050	752	86	428
36	1080	752	69	443
37	1110	756	63	451
38	1140	799	61	416
39	1170	831	68	393
40	1200	859	71	378
41	1230	867	70	382
42	1260	868	59	389
43	1290	868	46	405
44	1320	874	42	421
45	1350	908	44	396
46	1380	943	49	373
47	1410	963	49	366
48	1440	974	48	372
