	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1167
2	60	21	12	1171
3	90	124	42	1071
4	120	256	65	946
5	150	359	106	831
6	180	407	120	793
7	210	436	131	778
8	240	455	168	748
9	270	494	203	700
10	300	526	219	669
11	330	557	240	639
12	360	566	245	651
13	390	579	273	633
14	420	587	302	612
15	450	601	340	583
16	480	605	362	570
17	510	613	368	571
18	540	613	381	571
19	570	600	404	568
20	600	520	433	557
21	630	399	453	551
22	660	292	461	555
23	690	241	468	558
24	720	201	497	550
25	750	187	527	536
26	780	159	555	519
27	810	126	569	524
28	840	96	573	525
29	870	84	587	525
30	900	78	608	517
31	930	71	637	497
32	960	61	650	504
33	990	59	655	511
34	1020	52	670	514
35	1050	51	701	507
36	1080	54	725	489
37	1110	53	738	485
38	1140	46	750	491
39	1170	45	755	498
40	1200	44	777	485
41	1230	46	799	477
42	1260	48	819	465
43	1290	49	831	466
44	1320	48	838	486
45	1350	46	858	474
46	1380	46	883	466
47	1410	44	908	454
48	1440	44	926	446
