	time	tnf
0	0	0.0
1	30	2456.792349613568
2	60	1075.5334374793838
3	90	470.3245541123829
4	120	3318.329030235474
5	150	1548.8674117533478
6	180	678.0375451171274
7	210	2943.8861760472614
8	240	2212.845761717183
9	270	969.1306830426381
10	300	424.1740968763128
11	330	3166.281699658469
12	360	1387.0116087632805
13	390	607.28009937995
14	420	3126.1780375677035
15	450	1984.6111270831916
16	480	869.1467337138678
17	510	380.39772008677807
18	540	2837.945407818772
19	570	1243.0941461713333
20	600	544.2187748232965
21	630	3234.1125721656463
22	660	1777.7481107353854
23	690	778.4802842332044
24	720	340.6836722443472
25	750	2542.211178073661
26	780	1113.4628161398725
27	810	487.4183125631655
28	840	3304.9327779671967
29	870	1592.4205255833308
30	900	697.2572778400273
31	930	2872.4105015685996
32	960	2277.2395426774115
33	990	997.315706765551
34	1020	436.5052626910025
35	1050	3256.3638085408534
36	1080	1426.3494468127647
37	1110	624.4444082629137
38	1140	3089.991202823879
39	1170	2039.849289614241
40	1200	893.2473467286501
41	1230	390.9024351768581
42	1260	2917.0298377338704
43	1290	1277.606318659888
44	1320	559.2603980798126
45	1350	3211.4256415131117
46	1380	1827.1769777845807
47	1410	800.0221351787093
48	1440	350.044033175049
