	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1181
2	60	20	10	1197
3	90	125	53	1095
4	120	253	88	975
5	150	359	118	863
6	180	436	136	799
7	210	461	138	798
8	240	473	140	822
9	270	483	161	828
10	300	507	237	756
11	330	559	283	682
12	360	594	327	632
13	390	612	339	617
14	420	624	342	628
15	450	627	342	643
16	480	631	360	641
17	510	638	418	589
18	540	649	471	549
19	570	646	507	525
20	600	567	520	521
21	630	432	526	531
22	660	328	527	545
23	690	254	542	553
24	720	209	585	531
25	750	202	624	507
26	780	196	657	491
27	810	178	670	499
28	840	134	672	506
29	870	96	673	528
30	900	75	680	527
31	930	67	710	510
32	960	68	752	476
33	990	69	785	448
34	1020	66	800	440
35	1050	61	803	448
36	1080	54	803	457
37	1110	49	808	457
38	1140	49	839	437
39	1170	49	876	406
40	1200	53	899	397
41	1230	55	913	390
42	1260	53	918	408
43	1290	50	919	415
44	1320	47	925	426
45	1350	46	954	407
46	1380	51	987	379
47	1410	53	1010	363
48	1440	52	1025	361
