	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1171	0
2	60	28	1169	16
3	90	123	1088	42
4	120	232	979	71
5	150	319	894	92
6	180	399	817	113
7	210	440	787	121
8	240	451	805	121
9	270	451	843	124
10	300	463	800	177
11	330	502	720	247
12	360	541	655	293
13	390	567	620	325
14	420	588	591	345
15	450	596	602	347
16	480	598	618	347
17	510	599	632	351
18	540	600	608	391
19	570	595	553	455
20	600	522	537	491
21	630	425	505	524
22	660	334	500	541
23	690	260	503	544
24	720	206	511	545
25	750	193	531	546
26	780	198	498	593
27	810	200	448	644
28	840	167	421	676
29	870	130	404	703
30	900	103	409	715
31	930	83	419	717
32	960	71	438	717
33	990	69	444	721
34	1020	69	428	752
35	1050	72	401	786
36	1080	69	378	812
37	1110	62	370	832
38	1140	54	382	839
39	1170	45	396	840
40	1200	39	407	840
41	1230	40	410	848
42	1260	41	395	874
43	1290	45	369	907
44	1320	37	354	931
45	1350	32	347	947
46	1380	31	357	951
47	1410	30	371	953
48	1440	31	383	953
