	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	1	1
2	60	1176	28	12
3	90	1073	125	42
4	120	943	261	68
5	150	847	357	99
6	180	758	440	124
7	210	714	500	142
8	240	685	533	159
9	270	672	555	173
10	300	654	578	192
11	330	639	591	211
12	360	617	610	230
13	390	604	625	247
14	420	609	630	258
15	450	610	639	270
16	480	609	643	292
17	510	607	650	305
18	540	603	654	321
19	570	604	641	329
20	600	605	559	344
21	630	602	428	358
22	660	598	328	369
23	690	596	249	389
24	720	592	190	408
25	750	602	153	421
26	780	601	133	433
27	810	608	109	456
28	840	616	102	474
29	870	610	82	487
30	900	600	69	504
31	930	581	69	528
32	960	575	66	541
33	990	565	64	559
34	1020	563	61	573
35	1050	566	59	583
36	1080	565	56	601
37	1110	560	60	620
38	1140	559	58	637
39	1170	552	53	663
40	1200	555	47	677
41	1230	558	45	690
42	1260	563	46	707
43	1290	558	46	730
44	1320	559	48	746
45	1350	558	50	759
46	1380	559	51	776
47	1410	570	50	785
48	1440	581	45	800
