	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1176	2
2	60	17	1165	45
3	90	49	1050	151
4	120	85	910	289
5	150	115	818	386
6	180	126	790	431
7	210	128	804	452
8	240	129	831	458
9	270	130	849	459
10	300	158	854	465
11	330	245	753	506
12	360	302	663	563
13	390	332	612	605
14	420	341	600	628
15	450	345	619	633
16	480	346	641	634
17	510	346	663	634
18	540	372	651	635
19	570	443	589	617
20	600	511	526	542
21	630	543	485	432
22	660	557	479	332
23	690	558	486	282
24	720	558	498	258
25	750	558	510	251
26	780	565	512	248
27	810	619	474	249
28	840	676	435	224
29	870	706	413	172
30	900	718	405	126
31	930	723	416	103
32	960	723	424	95
33	990	724	440	94
34	1020	726	452	95
35	1050	765	425	97
36	1080	822	376	88
37	1110	852	353	81
38	1140	862	352	61
39	1170	867	353	54
40	1200	868	361	51
41	1230	868	378	48
42	1260	870	388	50
43	1290	896	377	51
44	1320	941	340	51
45	1350	965	314	56
46	1380	979	306	54
47	1410	984	316	54
48	1440	987	321	51
