	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	3	0
2	60	1166	28	12
3	90	1010	167	53
4	120	839	344	77
5	150	752	441	89
6	180	761	461	92
7	210	786	470	92
8	240	810	472	92
9	270	837	472	92
10	300	870	473	92
11	330	898	476	92
12	360	931	476	92
13	390	962	476	92
14	420	987	477	92
15	450	1008	478	92
16	480	1038	478	93
17	510	993	484	164
18	540	756	544	365
19	570	646	586	450
20	600	615	501	470
21	630	635	323	473
22	660	649	220	473
23	690	669	186	475
24	720	690	180	475
25	750	705	179	475
26	780	730	178	475
27	810	755	181	475
28	840	781	179	475
29	870	807	180	475
30	900	826	180	475
31	930	846	180	477
32	960	796	186	555
33	990	605	212	745
34	1020	491	245	846
35	1050	474	208	861
36	1080	488	156	866
37	1110	498	116	866
38	1140	516	110	866
39	1170	549	105	866
40	1200	564	103	866
41	1230	578	101	866
42	1260	594	101	866
43	1290	611	101	866
44	1320	632	98	866
45	1350	651	96	866
46	1380	665	95	871
47	1410	614	99	938
48	1440	463	126	1072
