	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1165	0
2	60	33	1157	10
3	90	130	1066	39
4	120	274	921	73
5	150	366	819	111
6	180	438	750	135
7	210	485	703	155
8	240	526	659	179
9	270	550	630	203
10	300	569	619	223
11	330	585	617	243
12	360	594	608	261
13	390	600	615	274
14	420	605	607	298
15	450	616	612	309
16	480	625	606	323
17	510	630	609	332
18	540	632	610	343
19	570	619	599	366
20	600	536	594	384
21	630	396	604	393
22	660	307	608	405
23	690	226	607	423
24	720	179	608	443
25	750	140	619	451
26	780	116	618	472
27	810	107	614	488
28	840	87	609	512
29	870	79	609	527
30	900	77	605	549
31	930	75	595	573
32	960	66	610	577
33	990	58	607	594
34	1020	53	605	619
35	1050	54	608	631
36	1080	49	595	651
37	1110	48	596	663
38	1140	46	582	690
39	1170	48	579	705
40	1200	51	568	723
41	1230	51	569	737
42	1260	48	580	752
43	1290	47	577	772
44	1320	44	584	782
45	1350	44	580	799
46	1380	48	582	817
47	1410	50	595	830
48	1440	50	602	839
