	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1167	0	0
2	60	1156	21	18
3	90	1023	138	65
4	120	827	313	103
5	150	764	402	107
6	180	750	433	108
7	210	771	438	108
8	240	759	446	126
9	270	685	470	200
10	300	611	525	240
11	330	579	553	256
12	360	582	557	261
13	390	600	560	261
14	420	606	564	272
15	450	562	573	326
16	480	526	592	364
17	510	518	605	375
18	540	536	610	377
19	570	561	602	377
20	600	571	505	383
21	630	553	329	423
22	660	510	234	478
23	690	508	199	492
24	720	525	194	492
25	750	543	188	492
26	780	557	169	498
27	810	519	127	541
28	840	469	100	604
29	870	462	100	617
30	900	477	98	617
31	930	488	95	617
32	960	503	90	621
33	990	487	69	657
34	1020	443	67	705
35	1050	429	77	729
36	1080	435	76	731
37	1110	450	76	733
38	1140	463	75	735
39	1170	452	73	761
40	1200	397	71	822
41	1230	391	69	844
42	1260	401	71	846
43	1290	406	72	846
44	1320	415	67	847
45	1350	414	59	869
46	1380	371	58	925
47	1410	366	62	945
48	1440	372	63	947
