	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1181	0
2	60	14	1200	4
3	90	105	1085	63
4	120	246	956	81
5	150	301	918	88
6	180	315	924	89
7	210	318	959	89
8	240	319	974	96
9	270	341	927	157
10	300	386	859	212
11	330	421	843	221
12	360	430	848	225
13	390	433	874	226
14	420	438	900	228
15	450	454	883	259
16	480	487	804	345
17	510	516	774	367
18	540	527	788	368
19	570	522	819	368
20	600	453	837	368
21	630	318	858	375
22	660	253	785	459
23	690	260	743	506
24	720	270	737	518
25	750	274	765	519
26	780	263	792	519
27	810	218	809	522
28	840	186	781	567
29	870	192	739	614
30	900	212	729	630
31	930	213	751	632
32	960	194	777	632
33	990	170	801	632
34	1020	140	784	662
35	1050	133	721	744
36	1080	149	685	784
37	1110	153	695	788
38	1140	153	723	788
39	1170	142	747	788
40	1200	124	767	796
41	1230	107	716	868
42	1260	121	666	931
43	1290	128	668	940
44	1320	127	683	943
45	1350	124	715	943
46	1380	104	728	945
47	1410	84	715	985
48	1440	87	663	1058
