	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	0
2	60	1184	9	12
3	90	1054	64	119
4	120	924	84	249
5	150	900	85	314
6	180	913	86	323
7	210	939	86	330
8	240	961	93	335
9	270	892	171	353
10	300	809	222	413
11	330	795	234	440
12	360	800	235	450
13	390	822	236	452
14	420	840	237	454
15	450	834	267	461
16	480	759	343	492
17	510	731	369	513
18	540	745	371	521
19	570	761	371	522
20	600	785	371	440
21	630	795	382	302
22	660	725	459	240
23	690	686	502	251
24	720	686	510	263
25	750	696	512	261
26	780	711	512	247
27	810	731	512	198
28	840	694	564	170
29	870	629	634	182
30	900	627	653	192
31	930	654	654	197
32	960	672	655	190
33	990	696	655	164
34	1020	698	676	149
35	1050	634	746	149
36	1080	599	783	157
37	1110	609	787	165
38	1140	627	789	164
39	1170	638	789	150
40	1200	654	795	129
41	1230	605	861	118
42	1260	556	905	137
43	1290	546	912	146
44	1320	554	914	147
45	1350	575	914	142
46	1380	600	915	114
47	1410	584	947	105
48	1440	527	1007	113
