	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1164	2
2	60	0	1186	8
3	90	0	1220	10
4	120	0	1259	13
5	150	0	1293	15
6	180	0	1323	17
7	210	0	1360	19
8	240	0	1399	19
9	270	0	1431	24
10	300	0	1467	27
11	330	0	1513	30
12	360	0	1537	36
13	390	0	1588	40
14	420	0	1637	42
15	450	0	1691	45
16	480	0	1724	47
17	510	0	1759	51
18	540	0	1804	54
19	570	0	1865	46
20	600	0	1902	48
21	630	0	1958	51
22	660	0	2002	52
23	690	0	2063	52
24	720	0	2109	52
25	750	0	2157	60
26	780	0	2200	59
27	810	0	2255	61
28	840	0	2304	61
29	870	0	2365	63
30	900	0	2430	62
31	930	0	2497	64
32	960	0	2552	74
33	990	0	2615	74
34	1020	0	2689	72
35	1050	0	2755	72
36	1080	0	2813	79
37	1110	0	2876	87
38	1140	0	2956	83
39	1170	0	3036	82
40	1200	0	3104	81
41	1230	0	3179	84
42	1260	0	3255	87
43	1290	0	3341	85
44	1320	0	3398	89
45	1350	0	3456	89
46	1380	0	3513	91
47	1410	0	3591	87
48	1440	0	3645	94
