	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	3	0
2	60	1179	23	10
3	90	1046	138	51
4	120	898	282	83
5	150	809	374	107
6	180	788	418	116
7	210	797	435	117
8	240	818	440	118
9	270	852	443	118
10	300	893	443	118
11	330	924	444	118
12	360	954	446	118
13	390	980	453	118
14	420	1007	454	118
15	450	975	461	175
16	480	804	514	320
17	510	654	580	425
18	540	577	625	466
19	570	557	625	485
20	600	566	540	487
21	630	583	398	487
22	660	613	299	487
23	690	633	243	488
24	720	649	219	488
25	750	667	212	488
26	780	683	210	488
27	810	701	213	488
28	840	695	214	511
29	870	596	227	621
30	900	503	236	713
31	930	476	245	745
32	960	452	248	772
33	990	455	212	776
34	1020	466	149	778
35	1050	485	95	778
36	1080	498	74	778
37	1110	512	69	778
38	1140	530	67	778
39	1170	547	66	778
40	1200	571	68	778
41	1230	592	69	785
42	1260	506	81	874
43	1290	429	94	955
44	1320	396	98	1005
45	1350	386	104	1021
46	1380	398	95	1024
47	1410	413	75	1024
48	1440	431	65	1024
