	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1194	0	0
2	60	1190	22	18
3	90	1070	118	63
4	120	946	244	99
5	150	830	346	133
6	180	761	420	147
7	210	746	454	153
8	240	766	460	154
9	270	794	464	154
10	300	816	464	154
11	330	831	466	154
12	360	849	466	154
13	390	871	468	158
14	420	800	483	239
15	450	695	531	328
16	480	613	571	392
17	510	541	608	439
18	540	522	623	460
19	570	535	618	463
20	600	551	537	465
21	630	568	414	465
22	660	592	306	465
23	690	609	229	465
24	720	624	181	465
25	750	638	178	474
26	780	576	184	542
27	810	500	198	629
28	840	459	207	677
29	870	442	213	713
30	900	435	222	722
31	930	452	214	724
32	960	460	169	724
33	990	478	129	724
34	1020	497	91	724
35	1050	511	72	724
36	1080	522	66	724
37	1110	538	65	737
38	1140	487	70	796
39	1170	453	76	849
40	1200	399	97	897
41	1230	392	98	917
42	1260	406	97	922
43	1290	412	94	922
44	1320	421	76	922
45	1350	439	65	922
46	1380	449	61	922
47	1410	460	53	922
48	1440	468	49	923
