	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1180
2	60	25	12	1173
3	90	144	58	1032
4	120	274	94	894
5	150	372	121	799
6	180	443	142	738
7	210	476	164	707
8	240	509	192	668
9	270	544	229	624
10	300	568	244	604
11	330	598	252	593
12	360	604	274	582
13	390	613	303	565
14	420	620	315	563
15	450	630	329	559
16	480	638	337	565
17	510	640	363	553
18	540	645	386	547
19	570	639	401	550
20	600	540	409	557
21	630	406	421	565
22	660	306	442	558
23	690	228	465	556
24	720	195	477	565
25	750	167	486	566
26	780	139	505	562
27	810	109	533	558
28	840	87	551	553
29	870	73	568	556
30	900	65	577	572
31	930	61	600	569
32	960	52	624	555
33	990	48	644	553
34	1020	52	652	559
35	1050	47	668	564
36	1080	46	694	550
37	1110	51	716	544
38	1140	48	732	548
39	1170	48	748	544
40	1200	47	761	550
41	1230	44	784	540
42	1260	43	805	535
43	1290	42	821	532
44	1320	41	835	536
45	1350	43	862	527
46	1380	46	881	525
47	1410	48	899	522
48	1440	47	907	528
