	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1180	1
2	60	16	1181	16
3	90	103	1097	55
4	120	232	966	93
5	150	328	871	123
6	180	380	805	153
7	210	414	791	166
8	240	450	751	208
9	270	482	723	236
10	300	507	690	258
11	330	521	693	273
12	360	532	696	283
13	390	543	686	314
14	420	564	663	342
15	450	578	637	368
16	480	587	627	385
17	510	594	639	389
18	540	594	648	402
19	570	593	630	436
20	600	526	621	457
21	630	417	610	482
22	660	310	616	489
23	690	247	615	505
24	720	221	590	540
25	750	188	573	575
26	780	161	568	589
27	810	139	575	604
28	840	124	585	613
29	870	120	560	642
30	900	113	550	664
31	930	97	542	682
32	960	85	544	695
33	990	77	566	703
34	1020	74	548	737
35	1050	78	532	764
36	1080	75	534	786
37	1110	71	532	797
38	1140	66	546	801
39	1170	65	550	822
40	1200	68	521	862
41	1230	63	500	887
42	1260	66	490	906
43	1290	61	494	914
44	1320	56	493	927
45	1350	57	482	958
46	1380	56	486	975
47	1410	59	484	989
48	1440	56	480	999
