	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1169
2	60	22	12	1161
3	90	141	61	1034
4	120	285	98	890
5	150	384	123	797
6	180	430	125	780
7	210	445	154	764
8	240	482	199	712
9	270	542	234	643
10	300	573	253	609
11	330	583	254	620
12	360	587	271	612
13	390	612	314	566
14	420	626	349	540
15	450	632	360	539
16	480	634	362	548
17	510	636	377	546
18	540	643	437	502
19	570	642	465	478
20	600	549	477	464
21	630	407	479	473
22	660	294	486	481
23	690	241	518	462
24	720	226	545	443
25	750	206	556	443
26	780	148	557	451
27	810	114	565	456
28	840	103	605	434
29	870	101	630	427
30	900	80	641	427
31	930	66	641	444
32	960	59	648	455
33	990	64	694	414
34	1020	66	726	400
35	1050	62	736	393
36	1080	54	738	399
37	1110	45	744	417
38	1140	45	776	395
39	1170	51	800	390
40	1200	51	811	385
41	1230	49	812	397
42	1260	44	821	401
43	1290	40	853	381
44	1320	42	884	357
45	1350	43	895	353
46	1380	43	898	357
47	1410	41	899	366
48	1440	39	926	359
