	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1156	3
2	60	10	1150	30
3	90	46	1040	131
4	120	81	913	246
5	150	113	815	341
6	180	126	777	399
7	210	131	755	432
8	240	132	780	434
9	270	153	781	440
10	300	224	696	468
11	330	248	670	496
12	360	277	634	524
13	390	299	613	547
14	420	304	614	552
15	450	304	638	555
16	480	323	639	559
17	510	389	584	566
18	540	416	568	580
19	570	448	544	573
20	600	464	543	492
21	630	468	559	373
22	660	472	567	275
23	690	489	568	209
24	720	530	550	179
25	750	575	509	186
26	780	612	463	193
27	810	630	466	171
28	840	634	480	146
29	870	634	495	121
30	900	642	501	93
31	930	674	477	89
32	960	713	446	92
33	990	739	430	93
34	1020	760	415	89
35	1050	766	423	76
36	1080	766	434	64
37	1110	773	444	63
38	1140	808	426	61
39	1170	837	401	66
40	1200	857	387	66
41	1230	873	383	66
42	1260	877	385	56
43	1290	878	390	49
44	1320	880	402	41
45	1350	912	378	42
46	1380	942	358	42
47	1410	963	342	44
48	1440	976	334	49
