	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1173	1
2	60	9	1181	25
3	90	34	1078	138
4	120	60	937	287
5	150	78	854	385
6	180	81	845	420
7	210	81	851	433
8	240	81	870	434
9	270	81	891	436
10	300	81	922	437
11	330	81	949	442
12	360	81	972	443
13	390	81	1005	445
14	420	81	1036	446
15	450	81	1063	447
16	480	81	1084	448
17	510	81	1116	449
18	540	81	1151	449
19	570	87	1189	436
20	600	205	1096	347
21	630	422	865	253
22	660	537	706	212
23	690	591	626	217
24	720	600	629	217
25	750	604	633	223
26	780	604	663	226
27	810	604	683	225
28	840	604	696	222
29	870	604	722	223
30	900	604	741	223
31	930	604	766	228
32	960	604	782	226
33	990	604	812	227
34	1020	604	834	228
35	1050	604	858	231
36	1080	604	880	230
37	1110	606	907	223
38	1140	728	811	186
39	1170	916	604	159
40	1200	1017	506	135
41	1230	1056	469	127
42	1260	1063	473	126
43	1290	1065	489	123
44	1320	1065	509	122
45	1350	1065	527	121
46	1380	1065	543	120
47	1410	1065	560	118
48	1440	1065	579	115
