	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1170	0	2
2	60	1165	13	27
3	90	1042	48	151
4	120	900	86	283
5	150	814	102	379
6	180	782	107	431
7	210	792	108	447
8	240	818	108	450
9	270	847	108	451
10	300	886	108	452
11	330	908	108	452
12	360	944	108	453
13	390	970	108	453
14	420	990	108	456
15	450	1028	108	458
16	480	956	191	465
17	510	761	372	511
18	540	621	480	565
19	570	571	523	587
20	600	554	537	505
21	630	562	540	373
22	660	573	541	272
23	690	585	541	209
24	720	614	541	189
25	750	627	541	184
26	780	645	541	183
27	810	658	541	184
28	840	694	541	184
29	870	712	541	183
30	900	687	582	184
31	930	549	715	202
32	960	460	801	217
33	990	407	842	237
34	1020	394	853	209
35	1050	403	854	154
36	1080	411	855	111
37	1110	420	855	90
38	1140	433	855	83
39	1170	452	855	82
40	1200	461	855	80
41	1230	470	855	80
42	1260	479	855	79
43	1290	496	855	79
44	1320	495	870	77
45	1350	402	967	84
46	1380	325	1042	95
47	1410	288	1080	103
48	1440	288	1093	93
