	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1167	1
2	60	20	1166	17
3	90	122	1065	53
4	120	238	956	84
5	150	351	833	120
6	180	401	804	131
7	210	425	808	134
8	240	431	818	134
9	270	434	849	134
10	300	436	873	134
11	330	436	881	148
12	360	455	796	241
13	390	491	694	327
14	420	528	629	372
15	450	548	609	393
16	480	559	620	395
17	510	562	649	397
18	540	560	673	397
19	570	556	691	397
20	600	474	713	400
21	630	352	693	441
22	660	262	612	520
23	690	215	555	583
24	720	198	511	629
25	750	197	503	644
26	780	200	519	645
27	810	198	538	645
28	840	197	554	645
29	870	185	573	645
30	900	151	577	659
31	930	112	522	732
32	960	101	469	797
33	990	103	444	831
34	1020	102	429	854
35	1050	102	443	862
36	1080	99	454	863
37	1110	99	469	863
38	1140	96	488	863
39	1170	79	502	863
40	1200	69	484	895
41	1230	67	439	951
42	1260	63	401	998
43	1290	60	382	1027
44	1320	63	386	1032
45	1350	63	391	1036
46	1380	63	402	1036
47	1410	63	414	1036
48	1440	62	426	1036
