	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1166
2	60	22	13	1165
3	90	123	50	1059
4	120	239	85	931
5	150	341	119	825
6	180	414	145	755
7	210	449	151	739
8	240	461	152	746
9	270	463	152	771
10	300	464	152	796
11	330	464	152	827
12	360	468	152	850
13	390	469	157	867
14	420	480	246	790
15	450	519	333	682
16	480	562	400	595
17	510	585	433	562
18	540	599	445	554
19	570	594	445	572
20	600	512	445	593
21	630	389	445	611
22	660	290	445	627
23	690	214	445	644
24	720	168	445	667
25	750	153	453	676
26	780	160	539	609
27	810	175	630	528
28	840	183	688	482
29	870	194	717	453
30	900	196	729	457
31	930	191	730	471
32	960	158	730	486
33	990	112	730	504
34	1020	93	730	523
35	1050	71	730	545
36	1080	66	730	556
37	1110	69	751	550
38	1140	73	824	489
39	1170	82	888	434
40	1200	86	924	402
41	1230	94	950	377
42	1260	96	954	386
43	1290	89	954	402
44	1320	70	955	414
45	1350	61	955	432
46	1380	50	955	445
47	1410	46	955	459
48	1440	44	955	472
