	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1175	0
2	60	29	1159	15
3	90	140	1043	49
4	120	269	921	80
5	150	369	807	121
6	180	423	762	131
7	210	451	761	133
8	240	459	787	133
9	270	463	815	134
10	300	467	806	161
11	330	505	715	239
12	360	538	649	298
13	390	575	597	329
14	420	600	576	346
15	450	607	577	349
16	480	608	610	349
17	510	609	627	349
18	540	609	637	361
19	570	610	579	423
20	600	528	526	485
21	630	416	502	519
22	660	322	502	527
23	690	254	508	528
24	720	220	533	529
25	750	211	547	529
26	780	207	562	534
27	810	210	512	590
28	840	193	465	639
29	870	163	435	677
30	900	125	429	693
31	930	99	437	696
32	960	91	450	697
33	990	90	466	697
34	1020	90	489	700
35	1050	92	472	741
36	1080	86	431	795
37	1110	71	415	826
38	1140	51	408	844
39	1170	48	418	851
40	1200	45	427	853
41	1230	45	450	853
42	1260	47	463	854
43	1290	48	442	888
44	1320	49	398	941
45	1350	39	384	971
46	1380	36	365	994
47	1410	33	367	1001
48	1440	31	380	1001
