	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	1	0
2	60	1209	7	4
3	90	1190	28	32
4	120	1194	61	39
5	150	1213	73	42
6	180	1239	78	42
7	210	1279	79	42
8	240	1314	80	42
9	270	1340	86	42
10	300	1365	94	42
11	330	1411	96	42
12	360	1455	96	42
13	390	1490	98	42
14	420	1528	99	42
15	450	1557	110	56
16	480	1551	126	95
17	510	1575	134	105
18	540	1613	139	106
19	570	1652	137	106
20	600	1702	122	106
21	630	1753	93	106
22	660	1802	77	106
23	690	1849	76	106
24	720	1900	76	106
25	750	1962	75	106
26	780	2010	74	106
27	810	2057	68	107
28	840	2095	69	122
29	870	2101	81	144
30	900	2153	83	146
31	930	2204	86	146
32	960	2266	80	146
33	990	2315	68	146
34	1020	2374	58	146
35	1050	2448	57	146
36	1080	2513	63	146
37	1110	2563	59	146
38	1140	2628	63	146
39	1170	2680	63	146
40	1200	2731	66	147
41	1230	2763	78	169
42	1260	2805	89	187
43	1290	2881	89	189
44	1320	2937	93	189
45	1350	3000	96	189
46	1380	3077	88	189
47	1410	3164	89	189
48	1440	3242	89	189
