	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1165
2	60	19	25	1172
3	90	57	144	1038
4	120	83	278	903
5	150	103	371	821
6	180	108	408	799
7	210	136	427	784
8	240	191	466	703
9	270	231	511	643
10	300	242	540	625
11	330	248	545	635
12	360	276	557	608
13	390	326	572	565
14	420	360	589	537
15	450	370	597	546
16	480	372	599	560
17	510	396	603	540
18	540	429	606	516
19	570	447	598	513
20	600	452	507	519
21	630	458	363	528
22	660	487	267	508
23	690	534	227	475
24	720	551	217	467
25	750	553	182	480
26	780	555	144	489
27	810	583	112	479
28	840	612	104	465
29	870	631	99	456
30	900	637	87	460
31	930	640	72	470
32	960	661	66	463
33	990	695	71	434
34	1020	705	74	427
35	1050	709	70	437
36	1080	712	66	440
37	1110	741	66	417
38	1140	766	67	406
39	1170	777	64	414
40	1200	779	58	424
41	1230	788	54	432
42	1260	816	54	424
43	1290	846	51	403
44	1320	857	52	408
45	1350	859	49	417
46	1380	867	47	424
47	1410	897	49	398
48	1440	921	48	381
