	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1161	3	0
2	60	1165	26	13
3	90	1041	146	48
4	120	919	271	72
5	150	804	393	92
6	180	782	441	98
7	210	793	452	103
8	240	814	459	103
9	270	831	463	103
10	300	860	465	103
11	330	872	467	111
12	360	821	489	178
13	390	691	531	289
14	420	597	581	355
15	450	556	607	382
16	480	558	617	384
17	510	576	619	386
18	540	597	618	386
19	570	613	604	386
20	600	631	503	386
21	630	632	377	405
22	660	540	274	491
23	690	453	226	570
24	720	417	218	618
25	750	415	217	633
26	780	425	215	635
27	810	436	213	635
28	840	459	210	635
29	870	471	199	635
30	900	488	157	635
31	930	452	107	681
32	960	391	88	749
33	990	351	88	789
34	1020	331	93	807
35	1050	335	94	816
36	1080	338	95	818
37	1110	349	92	818
38	1140	361	91	818
39	1170	374	79	818
40	1200	376	58	824
41	1230	347	48	867
42	1260	301	45	917
43	1290	279	46	949
44	1320	279	48	962
45	1350	283	50	963
46	1380	293	49	963
47	1410	308	49	963
48	1440	314	47	963
