	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1163	4
2	60	15	1149	28
3	90	45	1034	143
4	120	70	899	288
5	150	83	819	381
6	180	95	783	426
7	210	133	743	452
8	240	166	687	497
9	270	194	636	540
10	300	198	635	556
11	330	220	625	560
12	360	249	613	568
13	390	286	582	590
14	420	301	577	598
15	450	310	582	601
16	480	338	568	602
17	510	355	564	612
18	540	374	559	614
19	570	380	576	603
20	600	395	585	503
21	630	438	560	362
22	660	468	551	259
23	690	479	563	203
24	720	481	587	179
25	750	505	574	144
26	780	538	558	94
27	810	551	548	82
28	840	562	554	80
29	870	576	558	74
30	900	609	534	56
31	930	633	518	52
32	960	642	525	53
33	990	646	534	53
34	1020	668	524	49
35	1050	700	507	46
36	1080	720	489	53
37	1110	728	501	56
38	1140	740	510	56
39	1170	765	495	58
40	1200	788	487	58
41	1230	798	488	58
42	1260	801	498	59
43	1290	825	491	58
44	1320	852	475	56
45	1350	871	466	58
46	1380	876	470	58
47	1410	888	475	60
48	1440	920	456	55
