	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1170	6
2	60	10	1178	20
3	90	54	1039	145
4	120	83	844	337
5	150	98	757	445
6	180	120	696	501
7	210	132	659	549
8	240	139	657	567
9	270	160	652	579
10	300	174	635	600
11	330	180	641	611
12	360	200	633	620
13	390	214	627	628
14	420	222	636	634
15	450	243	636	638
16	480	270	631	640
17	510	287	627	644
18	540	304	631	644
19	570	329	618	642
20	600	336	638	556
21	630	352	638	353
22	660	373	633	242
23	690	378	645	178
24	720	393	651	139
25	750	431	620	111
26	780	442	633	102
27	810	448	646	84
28	840	477	642	71
29	870	499	642	66
30	900	511	658	59
31	930	535	651	56
32	960	547	662	53
33	990	559	668	53
34	1020	579	668	52
35	1050	605	658	48
36	1080	612	678	49
37	1110	639	674	45
38	1140	666	669	44
39	1170	675	682	43
40	1200	703	680	39
41	1230	718	697	40
42	1260	727	714	38
43	1290	746	719	38
44	1320	771	717	41
45	1350	780	731	46
46	1380	808	722	46
47	1410	838	708	49
48	1440	844	728	48
