	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1169	0	1
2	60	1156	36	15
3	90	1038	145	50
4	120	929	260	81
5	150	845	353	113
6	180	778	416	140
7	210	743	458	158
8	240	700	511	178
9	270	672	539	196
10	300	645	565	216
11	330	614	588	235
12	360	626	599	245
13	390	618	610	261
14	420	609	622	275
15	450	610	627	290
16	480	613	629	313
17	510	613	636	333
18	540	618	644	346
19	570	620	627	361
20	600	614	531	378
21	630	609	414	401
22	660	595	328	426
23	690	601	265	446
24	720	608	219	466
25	750	612	171	485
26	780	628	144	493
27	810	635	119	505
28	840	624	98	528
29	870	629	86	543
30	900	610	79	572
31	930	607	71	595
32	960	609	67	614
33	990	607	65	636
34	1020	603	61	652
35	1050	592	59	673
36	1080	594	55	690
37	1110	602	56	706
38	1140	613	54	717
39	1170	599	56	743
40	1200	607	54	759
41	1230	599	53	777
42	1260	592	53	791
43	1290	592	54	809
44	1320	586	61	835
45	1350	587	62	851
46	1380	607	58	861
47	1410	604	58	878
48	1440	608	56	897
