	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1177
2	60	4	0	1203
3	90	4	0	1230
4	120	4	0	1262
5	150	5	0	1289
6	180	5	0	1350
7	210	7	0	1387
8	240	9	0	1427
9	270	12	0	1462
10	300	20	0	1497
11	330	23	0	1536
12	360	24	0	1571
13	390	31	0	1617
14	420	31	0	1666
15	450	35	0	1700
16	480	35	0	1744
17	510	37	0	1781
18	540	42	0	1826
19	570	45	0	1881
20	600	47	0	1924
21	630	48	0	1974
22	660	51	0	2032
23	690	54	0	2083
24	720	59	0	2141
25	750	63	0	2198
26	780	64	0	2252
27	810	63	0	2308
28	840	60	0	2374
29	870	61	0	2439
30	900	63	0	2508
31	930	61	0	2562
32	960	59	0	2632
33	990	58	0	2696
34	1020	59	0	2769
35	1050	61	0	2825
36	1080	61	0	2896
37	1110	65	0	2964
38	1140	67	0	3030
39	1170	69	0	3111
40	1200	69	0	3197
41	1230	68	0	3269
42	1260	68	0	3339
43	1290	71	0	3420
44	1320	70	0	3489
45	1350	74	0	3559
46	1380	77	0	3643
47	1410	78	0	3720
48	1440	84	0	3801
