	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1163	2
2	60	13	1155	25
3	90	50	1038	154
4	120	80	924	280
5	150	97	830	384
6	180	106	791	441
7	210	131	776	461
8	240	175	713	500
9	270	208	646	555
10	300	227	603	593
11	330	234	606	609
12	360	248	613	613
13	390	282	587	625
14	420	295	578	637
15	450	302	581	649
16	480	306	586	653
17	510	335	573	655
18	540	379	547	659
19	570	400	537	650
20	600	413	535	547
21	630	413	552	404
22	660	431	548	301
23	690	462	524	238
24	720	489	519	222
25	750	501	526	198
26	780	503	541	139
27	810	521	535	99
28	840	557	511	82
29	870	578	504	81
30	900	591	512	72
31	930	592	518	64
32	960	610	516	55
33	990	644	498	55
34	1020	674	478	56
35	1050	680	486	55
36	1080	686	496	53
37	1110	703	496	49
38	1140	737	477	49
39	1170	765	459	57
40	1200	773	454	59
41	1230	777	462	56
42	1260	800	458	53
43	1290	826	442	52
44	1320	842	443	54
45	1350	852	450	54
46	1380	854	454	57
47	1410	873	458	56
48	1440	901	440	53
