	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1164
2	60	11	30	1153
3	90	49	151	1015
4	120	87	296	858
5	150	106	389	763
6	180	117	433	739
7	210	148	455	719
8	240	201	503	633
9	270	217	549	593
10	300	229	574	571
11	330	232	592	568
12	360	250	600	567
13	390	290	612	528
14	420	314	625	507
15	450	333	633	495
16	480	338	635	502
17	510	354	636	501
18	540	396	636	473
19	570	415	627	463
20	600	430	529	465
21	630	433	375	475
22	660	448	279	476
23	690	478	223	453
24	720	502	204	438
25	750	508	168	440
26	780	510	122	459
27	810	523	95	462
28	840	553	76	454
29	870	569	71	452
30	900	577	62	459
31	930	581	56	468
32	960	602	46	458
33	990	637	46	442
34	1020	658	49	430
35	1050	668	51	434
36	1080	671	46	446
37	1110	688	42	455
38	1140	719	45	437
39	1170	731	52	431
40	1200	732	51	439
41	1230	732	48	458
42	1260	752	46	447
43	1290	781	48	430
44	1320	802	46	417
45	1350	809	47	429
46	1380	814	43	435
47	1410	832	40	425
48	1440	864	42	403
