	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1171
2	60	14	20	1171
3	90	55	153	1032
4	120	88	302	879
5	150	108	402	789
6	180	111	433	774
7	210	118	450	768
8	240	154	467	735
9	270	209	522	656
10	300	236	562	610
11	330	245	580	602
12	360	248	583	620
13	390	268	587	612
14	420	325	597	575
15	450	351	614	559
16	480	360	626	562
17	510	361	626	580
18	540	369	625	600
19	570	418	619	561
20	600	453	519	529
21	630	469	372	522
22	660	474	262	531
23	690	475	226	550
24	720	499	208	539
25	750	554	202	503
26	780	580	162	485
27	810	589	117	490
28	840	590	99	508
29	870	594	95	523
30	900	638	93	487
31	930	682	91	460
32	960	701	75	458
33	990	703	63	469
34	1020	706	64	481
35	1050	733	65	467
36	1080	765	73	439
37	1110	796	67	420
38	1140	803	60	416
39	1170	805	58	429
40	1200	814	55	434
41	1230	844	55	424
42	1260	873	54	405
43	1290	882	48	413
44	1320	884	43	425
45	1350	886	40	441
46	1380	907	42	447
47	1410	942	42	426
48	1440	950	46	428
