	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	5	0	1165
2	60	29	16	1159
3	90	145	46	1042
4	120	264	76	912
5	150	360	106	814
6	180	416	117	768
7	210	433	122	769
8	240	437	122	788
9	270	443	122	815
10	300	447	122	841
11	330	447	122	876
12	360	448	122	904
13	390	449	122	930
14	420	453	123	943
15	450	458	180	922
16	480	499	321	763
17	510	557	422	624
18	540	588	473	547
19	570	592	489	527
20	600	499	493	532
21	630	371	493	555
22	660	273	493	575
23	690	211	493	586
24	720	188	493	605
25	750	184	493	625
26	780	180	493	650
27	810	176	493	673
28	840	175	515	674
29	870	187	619	580
30	900	211	710	481
31	930	228	749	438
32	960	235	765	419
33	990	207	770	425
34	1020	150	770	433
35	1050	105	770	458
36	1080	87	770	467
37	1110	81	770	483
38	1140	80	770	493
39	1170	79	770	507
40	1200	79	770	521
41	1230	82	785	518
42	1260	87	867	444
43	1290	101	931	381
44	1320	108	966	347
45	1350	113	978	341
46	1380	106	980	354
47	1410	83	980	372
48	1440	63	980	381
