	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	3
2	60	1173	16	28
3	90	1055	51	151
4	120	925	86	295
5	150	805	112	405
6	180	762	132	445
7	210	715	172	484
8	240	660	197	534
9	270	642	211	558
10	300	630	228	576
11	330	609	253	588
12	360	569	281	608
13	390	556	299	619
14	420	560	306	623
15	450	570	322	623
16	480	555	354	629
17	510	547	372	636
18	540	545	376	645
19	570	547	390	630
20	600	529	421	533
21	630	524	443	384
22	660	524	455	274
23	690	536	459	221
24	720	534	477	189
25	750	543	493	139
26	780	532	515	113
27	810	547	519	99
28	840	556	532	87
29	870	533	563	75
30	900	542	579	62
31	930	544	587	65
32	960	548	599	66
33	990	541	626	61
34	1020	521	662	60
35	1050	515	674	54
36	1080	521	685	55
37	1110	519	713	52
38	1140	502	740	51
39	1170	510	747	52
40	1200	523	755	53
41	1230	507	785	54
42	1260	493	807	50
43	1290	483	826	48
44	1320	494	831	50
45	1350	477	856	51
46	1380	465	879	51
47	1410	460	898	50
48	1440	460	914	46
