	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	6	0	1169
2	60	24	12	1171
3	90	143	39	1065
4	120	261	76	940
5	150	382	104	813
6	180	442	111	769
7	210	462	112	774
8	240	469	112	809
9	270	469	112	835
10	300	471	112	861
11	330	474	112	886
12	360	474	112	904
13	390	476	112	933
14	420	479	112	960
15	450	482	151	950
16	480	526	295	793
17	510	593	387	652
18	540	627	434	591
19	570	640	446	567
20	600	553	449	572
21	630	421	449	590
22	660	296	449	619
23	690	228	449	639
24	720	204	449	657
25	750	197	449	673
26	780	198	449	688
27	810	197	449	708
28	840	196	482	695
29	870	206	585	606
30	900	228	691	499
31	930	236	740	449
32	960	244	752	436
33	990	210	756	445
34	1020	144	758	451
35	1050	102	758	467
36	1080	80	758	486
37	1110	70	758	508
38	1140	71	758	537
39	1170	71	758	552
40	1200	74	758	568
41	1230	74	768	568
42	1260	80	856	484
43	1290	92	933	414
44	1320	101	968	381
45	1350	105	988	370
46	1380	102	989	380
47	1410	81	989	389
48	1440	69	989	397
