	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1181	1
2	60	13	1185	16
3	90	47	1088	120
4	120	68	944	268
5	150	76	895	335
6	180	77	914	346
7	210	77	940	348
8	240	82	978	350
9	270	148	925	371
10	300	208	839	423
11	330	219	823	458
12	360	222	834	468
13	390	222	855	474
14	420	223	878	475
15	450	255	865	484
16	480	337	777	518
17	510	359	747	557
18	540	360	755	565
19	570	361	778	558
20	600	361	796	485
21	630	377	802	328
22	660	439	740	264
23	690	485	692	267
24	720	490	703	278
25	750	491	720	283
26	780	491	736	272
27	810	495	752	223
28	840	552	702	195
29	870	625	625	203
30	900	639	614	216
31	930	639	633	216
32	960	639	658	209
33	990	639	697	177
34	1020	662	691	138
35	1050	749	607	140
36	1080	782	578	151
37	1110	782	588	160
38	1140	782	614	156
39	1170	782	643	144
40	1200	789	662	120
41	1230	833	623	111
42	1260	888	573	120
43	1290	901	573	123
44	1320	901	592	127
45	1350	901	608	122
46	1380	901	626	103
47	1410	924	630	85
48	1440	993	574	95
