	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1168
2	60	12	15	1186
3	90	60	120	1066
4	120	96	299	875
5	150	103	394	800
6	180	108	442	779
7	210	113	447	788
8	240	151	472	748
9	270	196	521	679
10	300	227	559	630
11	330	234	585	620
12	360	236	590	629
13	390	263	592	618
14	420	302	604	584
15	450	331	628	548
16	480	347	637	537
17	510	349	642	544
18	540	353	647	552
19	570	388	651	526
20	600	422	574	505
21	630	440	403	496
22	660	444	307	508
23	690	445	245	527
24	720	464	234	525
25	750	505	229	492
26	780	530	190	475
27	810	542	148	472
28	840	542	125	481
29	870	544	120	493
30	900	571	122	484
31	930	609	117	448
32	960	620	97	453
33	990	623	86	460
34	1020	623	82	472
35	1050	644	77	467
36	1080	680	71	439
37	1110	694	64	436
38	1140	704	57	439
39	1170	706	51	454
40	1200	712	52	466
41	1230	747	56	456
42	1260	775	53	441
43	1290	787	47	444
44	1320	792	45	443
45	1350	792	44	470
46	1380	818	45	458
47	1410	864	44	420
48	1440	885	41	414
