	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	4
2	60	1171	14	27
3	90	1059	47	134
4	120	945	81	245
5	150	839	116	343
6	180	789	134	403
7	210	790	141	426
8	240	810	141	429
9	270	828	142	430
10	300	831	163	430
11	330	742	242	464
12	360	672	292	514
13	390	619	328	549
14	420	605	352	567
15	450	609	356	581
16	480	625	358	582
17	510	642	358	582
18	540	651	367	579
19	570	600	428	576
20	600	547	478	504
21	630	521	514	401
22	660	506	535	306
23	690	504	543	255
24	720	521	545	221
25	750	527	545	219
26	780	542	547	222
27	810	502	596	226
28	840	462	642	208
29	870	439	675	164
30	900	432	689	135
31	930	437	694	115
32	960	445	696	99
33	990	462	696	100
34	1020	476	696	100
35	1050	458	721	104
36	1080	415	772	104
37	1110	379	819	90
38	1140	354	846	81
39	1170	348	855	73
40	1200	354	856	69
41	1230	358	858	68
42	1260	365	858	67
43	1290	378	863	63
44	1320	342	908	62
45	1350	320	938	60
46	1380	311	957	52
47	1410	309	973	51
48	1440	323	975	48
