	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1176
2	60	34	13	1169
3	90	143	48	1055
4	120	253	80	938
5	150	366	112	820
6	180	429	125	773
7	210	444	131	779
8	240	453	132	794
9	270	458	132	815
10	300	460	137	825
11	330	471	189	783
12	360	514	265	681
13	390	561	316	611
14	420	597	352	553
15	450	621	364	536
16	480	625	367	546
17	510	629	367	556
18	540	631	367	578
19	570	607	370	601
20	600	526	413	572
21	630	417	471	519
22	660	315	508	490
23	690	252	533	470
24	720	241	542	470
25	750	231	545	490
26	780	227	546	506
27	810	224	546	525
28	840	216	553	538
29	870	185	589	529
30	900	140	641	492
31	930	106	671	475
32	960	84	692	468
33	990	76	698	477
34	1020	76	698	494
35	1050	75	698	512
36	1080	75	698	530
37	1110	73	705	539
38	1140	65	767	477
39	1170	58	815	432
40	1200	53	847	406
41	1230	53	863	400
42	1260	53	867	412
43	1290	55	868	424
44	1320	55	868	436
45	1350	56	868	448
46	1380	54	877	456
47	1410	62	939	401
48	1440	63	979	366
