	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1174	1
2	60	37	1165	16
3	90	145	1047	52
4	120	284	902	90
5	150	386	804	114
6	180	434	773	122
7	210	449	784	122
8	240	458	806	122
9	270	459	824	122
10	300	460	843	122
11	330	460	867	122
12	360	463	893	122
13	390	465	918	122
14	420	466	955	122
15	450	473	918	181
16	480	524	726	339
17	510	595	580	443
18	540	626	538	474
19	570	626	529	489
20	600	531	532	489
21	630	403	544	489
22	660	291	563	489
23	690	235	585	489
24	720	212	608	489
25	750	204	626	489
26	780	203	637	489
27	810	202	655	489
28	840	202	656	510
29	870	210	537	633
30	900	226	458	710
31	930	240	431	748
32	960	243	419	762
33	990	209	432	764
34	1020	138	447	764
35	1050	94	456	764
36	1080	73	471	764
37	1110	65	484	764
38	1140	62	509	764
39	1170	63	528	764
40	1200	64	541	764
41	1230	65	542	778
42	1260	71	464	864
43	1290	80	375	960
44	1320	91	344	993
45	1350	94	339	1010
46	1380	89	346	1010
47	1410	70	353	1010
48	1440	54	361	1010
