	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1173
2	60	7	15	1187
3	90	55	111	1101
4	120	72	271	955
5	150	78	332	923
6	180	79	354	924
7	210	79	358	938
8	240	81	360	958
9	270	144	376	902
10	300	205	441	815
11	330	220	479	783
12	360	224	483	797
13	390	224	487	821
14	420	224	487	846
15	450	244	489	847
16	480	329	515	758
17	510	356	549	723
18	540	366	558	727
19	570	366	556	750
20	600	366	482	788
21	630	372	320	806
22	660	445	256	739
23	690	500	254	683
24	720	516	267	676
25	750	517	270	692
26	780	517	259	709
27	810	517	201	728
28	840	553	160	703
29	870	636	172	614
30	900	655	188	586
31	930	664	193	580
32	960	664	194	597
33	990	664	171	611
34	1020	676	140	616
35	1050	761	135	530
36	1080	800	153	494
37	1110	807	157	504
38	1140	811	157	521
39	1170	811	152	538
40	1200	812	129	550
41	1230	850	110	528
42	1260	887	112	509
43	1290	905	118	501
44	1320	908	122	511
45	1350	908	122	524
46	1380	908	107	537
47	1410	919	84	531
48	1440	975	87	492
