	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	3	0
2	60	1191	16	9
3	90	1068	118	68
4	120	926	272	92
5	150	885	342	96
6	180	903	360	97
7	210	926	365	97
8	240	955	365	100
9	270	902	382	160
10	300	809	435	225
11	330	795	466	236
12	360	806	479	238
13	390	822	480	239
14	420	843	481	239
15	450	820	487	281
16	480	755	512	351
17	510	720	543	381
18	540	728	554	386
19	570	746	550	387
20	600	765	465	387
21	630	783	320	392
22	660	731	244	463
23	690	658	245	538
24	720	655	249	556
25	750	670	251	556
26	780	694	242	556
27	810	714	195	556
28	840	693	157	596
29	870	617	160	675
30	900	596	170	703
31	930	615	168	704
32	960	636	164	705
33	990	660	146	705
34	1020	675	111	718
35	1050	595	101	805
36	1080	560	113	851
37	1110	560	116	865
38	1140	579	113	866
39	1170	599	104	866
40	1200	615	79	868
41	1230	598	71	911
42	1260	538	76	979
43	1290	540	84	990
44	1320	558	83	991
45	1350	577	85	991
46	1380	598	72	991
47	1410	605	57	1007
48	1440	542	62	1092
