	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1176	0
2	60	12	1176	34
3	90	56	1061	142
4	120	83	955	256
5	150	105	850	360
6	180	115	804	422
7	210	123	796	442
8	240	123	819	447
9	270	123	850	450
10	300	123	876	450
11	330	123	902	454
12	360	123	941	454
13	390	133	952	456
14	420	248	858	474
15	450	351	715	533
16	480	396	651	575
17	510	423	616	600
18	540	433	608	608
19	570	435	618	598
20	600	435	642	499
21	630	435	666	384
22	660	435	686	274
23	690	435	715	209
24	720	435	737	185
25	750	464	725	182
26	780	571	629	191
27	810	646	556	212
28	840	697	501	231
29	870	724	487	240
30	900	731	490	242
31	930	732	506	231
32	960	732	522	181
33	990	732	536	129
34	1020	732	564	102
35	1050	732	589	95
36	1080	733	604	90
37	1110	781	571	90
38	1140	888	474	92
39	1170	940	436	98
40	1200	973	408	104
41	1230	988	395	107
42	1260	989	401	106
43	1290	989	414	95
44	1320	989	426	79
45	1350	989	438	51
46	1380	989	451	42
47	1410	989	461	39
48	1440	992	471	37
