	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1186	0
2	60	23	1199	12
3	90	125	1100	39
4	120	279	950	72
5	150	394	828	102
6	180	458	776	114
7	210	487	757	126
8	240	513	701	180
9	270	549	655	216
10	300	581	609	246
11	330	604	592	262
12	360	616	593	267
13	390	623	593	283
14	420	629	571	325
15	450	646	542	350
16	480	655	545	363
17	510	659	546	375
18	540	664	560	378
19	570	655	542	415
20	600	568	530	440
21	630	429	522	460
22	660	304	519	473
23	690	233	529	477
24	720	202	520	495
25	750	180	500	530
26	780	150	479	554
27	810	120	470	572
28	840	97	478	578
29	870	84	484	587
30	900	81	465	611
31	930	79	462	636
32	960	69	454	654
33	990	58	470	660
34	1020	57	480	663
35	1050	55	470	682
36	1080	53	454	706
37	1110	56	453	728
38	1140	52	445	750
39	1170	52	454	754
40	1200	50	455	764
41	1230	47	446	787
42	1260	46	422	817
43	1290	42	415	837
44	1320	42	415	848
45	1350	42	420	851
46	1380	45	413	866
47	1410	42	406	885
48	1440	39	401	906
