	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1161	4	0
2	60	1169	30	12
3	90	1040	137	64
4	120	863	306	98
5	150	791	393	110
6	180	785	421	110
7	210	802	427	110
8	240	826	427	110
9	270	851	431	110
10	300	877	431	110
11	330	899	432	110
12	360	939	433	110
13	390	980	437	110
14	420	1018	441	110
15	450	1044	443	110
16	480	1011	452	166
17	510	815	499	345
18	540	678	573	427
19	570	665	584	438
20	600	676	514	440
21	630	695	342	440
22	660	710	231	440
23	690	740	194	440
24	720	763	193	440
25	750	787	194	440
26	780	810	190	440
27	810	826	192	440
28	840	846	195	440
29	870	882	195	443
30	900	821	198	518
31	930	666	220	670
32	960	575	259	734
33	990	568	266	750
34	1020	593	229	751
35	1050	612	149	751
36	1080	643	119	751
37	1110	659	108	751
38	1140	687	108	751
39	1170	701	107	751
40	1200	720	107	751
41	1230	733	103	751
42	1260	753	101	751
43	1290	770	102	751
44	1320	718	107	819
45	1350	543	128	991
46	1380	483	154	1049
47	1410	479	160	1058
48	1440	489	146	1060
