	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1172	1
2	60	7	1178	15
3	90	45	1051	140
4	120	84	840	339
5	150	89	771	429
6	180	91	776	447
7	210	91	793	450
8	240	91	817	453
9	270	91	836	453
10	300	91	867	455
11	330	91	903	456
12	360	91	931	458
13	390	91	949	459
14	420	91	990	461
15	450	112	1018	464
16	480	248	880	491
17	510	366	738	540
18	540	390	708	575
19	570	397	712	575
20	600	397	738	484
21	630	397	768	284
22	660	397	791	171
23	690	397	821	145
24	720	397	847	141
25	750	397	884	144
26	780	397	914	143
27	810	397	935	141
28	840	400	951	144
29	870	506	876	151
30	900	666	706	183
31	930	721	637	213
32	960	728	645	227
33	990	728	661	208
34	1020	728	683	167
35	1050	728	700	121
36	1080	728	728	111
37	1110	728	750	108
38	1140	728	773	108
39	1170	728	808	106
40	1200	728	829	108
41	1230	728	852	108
42	1260	763	847	108
43	1290	957	655	127
44	1320	1044	553	162
45	1350	1058	548	169
46	1380	1061	559	167
47	1410	1061	579	137
48	1440	1061	602	107
