	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1185
2	60	18	23	1177
3	90	60	150	1029
4	120	88	306	877
5	150	103	408	781
6	180	108	435	775
7	210	113	444	785
8	240	167	456	743
9	270	212	514	667
10	300	235	555	617
11	330	243	579	612
12	360	244	581	631
13	390	261	587	628
14	420	320	593	579
15	450	353	609	551
16	480	363	619	548
17	510	363	623	564
18	540	367	629	568
19	570	415	624	527
20	600	452	520	511
21	630	468	377	507
22	660	474	251	521
23	690	474	212	534
24	720	498	204	527
25	750	522	202	512
26	780	556	162	491
27	810	565	117	488
28	840	566	90	505
29	870	569	91	524
30	900	618	87	490
31	930	652	83	474
32	960	663	76	481
33	990	668	64	485
34	1020	669	60	497
35	1050	692	58	480
36	1080	732	53	460
37	1110	758	47	451
38	1140	768	48	448
39	1170	768	48	460
40	1200	774	48	469
41	1230	820	51	434
42	1260	855	51	412
43	1290	861	49	408
44	1320	866	45	423
45	1350	867	45	428
46	1380	885	43	429
47	1410	920	45	402
48	1440	939	47	398
