	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1185	1
2	60	24	1187	7
3	90	133	1072	40
4	120	247	962	70
5	150	369	834	102
6	180	434	775	126
7	210	494	711	156
8	240	555	649	181
9	270	583	617	206
10	300	599	614	222
11	330	617	596	241
12	360	630	591	255
13	390	640	579	267
14	420	649	576	281
15	450	653	583	288
16	480	657	591	304
17	510	662	594	326
18	540	666	586	342
19	570	653	594	355
20	600	558	600	371
21	630	459	604	382
22	660	335	601	403
23	690	263	602	421
24	720	202	599	439
25	750	143	607	455
26	780	108	606	472
27	810	98	606	493
28	840	78	600	515
29	870	70	610	529
30	900	61	613	545
31	930	56	611	563
32	960	53	610	580
33	990	49	611	602
34	1020	48	620	613
35	1050	52	626	627
36	1080	57	625	649
37	1110	56	625	671
38	1140	50	631	685
39	1170	51	639	698
40	1200	49	645	711
41	1230	53	638	728
42	1260	52	637	755
43	1290	55	639	775
44	1320	58	638	794
45	1350	61	639	814
46	1380	59	647	827
47	1410	56	650	845
48	1440	57	650	869
