	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1179
2	60	23	12	1177
3	90	119	47	1077
4	120	278	92	914
5	150	373	121	810
6	180	430	127	767
7	210	443	131	775
8	240	448	131	803
9	270	448	131	830
10	300	449	131	854
11	330	450	131	873
12	360	450	131	907
13	390	452	131	928
14	420	453	131	960
15	450	454	131	990
16	480	456	131	1019
17	510	457	131	1055
18	540	456	131	1089
19	570	445	135	1118
20	600	367	237	1034
21	630	284	445	790
22	660	236	545	656
23	690	211	577	608
24	720	205	587	608
25	750	203	589	621
26	780	204	589	638
27	810	205	589	659
28	840	204	589	684
29	870	204	589	699
30	900	203	589	719
31	930	206	589	754
32	960	205	589	782
33	990	205	589	808
34	1020	206	589	832
35	1050	205	589	854
36	1080	205	589	882
37	1110	201	596	909
38	1140	151	696	834
39	1170	112	883	636
40	1200	112	980	520
41	1230	114	1010	491
42	1260	120	1021	496
43	1290	121	1021	513
44	1320	120	1022	536
45	1350	118	1022	552
46	1380	119	1022	577
47	1410	119	1022	595
48	1440	117	1022	609
