	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1170	0
2	60	20	1178	7
3	90	155	1034	50
4	120	285	904	81
5	150	388	798	101
6	180	436	764	110
7	210	463	735	139
8	240	506	670	179
9	270	551	613	207
10	300	570	614	213
11	330	577	609	230
12	360	596	577	259
13	390	617	552	287
14	420	634	537	307
15	450	641	550	311
16	480	642	538	337
17	510	652	521	365
18	540	658	501	392
19	570	648	501	400
20	600	551	508	409
21	630	403	489	445
22	660	298	473	473
23	690	244	470	488
24	720	225	491	492
25	750	183	478	511
26	780	144	461	535
27	810	123	449	559
28	840	117	440	573
29	870	106	443	579
30	900	85	431	605
31	930	68	430	626
32	960	63	437	635
33	990	62	452	637
34	1020	56	446	651
35	1050	50	439	669
36	1080	47	438	687
37	1110	46	438	701
38	1140	43	452	704
39	1170	41	448	722
40	1200	38	438	745
41	1230	39	432	766
42	1260	42	437	770
43	1290	36	450	780
44	1320	32	438	811
45	1350	33	434	831
46	1380	35	426	848
47	1410	33	438	853
48	1440	32	432	866
