	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1164	0	1
2	60	1164	9	22
3	90	1032	54	153
4	120	860	87	324
5	150	789	95	418
6	180	790	96	440
7	210	797	97	448
8	240	820	97	453
9	270	838	97	455
10	300	856	97	455
11	330	891	97	457
12	360	923	97	458
13	390	944	97	461
14	420	982	97	461
15	450	1011	97	461
16	480	1041	97	465
17	510	1077	97	471
18	540	1093	111	470
19	570	945	252	493
20	600	731	430	455
21	630	622	488	348
22	660	618	500	259
23	690	633	501	229
24	720	657	502	222
25	750	686	502	218
26	780	707	502	214
27	810	723	502	218
28	840	750	502	218
29	870	774	502	218
30	900	794	502	218
31	930	820	502	217
32	960	848	502	219
33	990	863	502	217
34	1020	885	502	215
35	1050	849	561	215
36	1080	686	739	213
37	1110	515	887	194
38	1140	482	916	127
39	1170	483	919	104
40	1200	498	919	103
41	1230	514	919	103
42	1260	525	919	103
43	1290	542	919	104
44	1320	560	919	105
45	1350	587	919	101
46	1380	607	919	100
47	1410	622	919	98
48	1440	635	919	97
