	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1177
2	60	16	31	1167
3	90	51	137	1067
4	120	85	268	929
5	150	108	366	831
6	180	123	434	769
7	210	129	458	757
8	240	131	468	777
9	270	159	475	777
10	300	214	500	721
11	330	258	538	662
12	360	292	558	634
13	390	307	585	601
14	420	312	597	605
15	450	312	597	621
16	480	330	599	624
17	510	390	611	567
18	540	437	625	527
19	570	466	617	511
20	600	488	535	504
21	630	490	396	516
22	660	490	291	536
23	690	503	220	532
24	720	554	195	498
25	750	585	188	489
26	780	611	189	472
27	810	622	171	466
28	840	624	135	481
29	870	624	116	492
30	900	632	92	501
31	930	659	84	484
32	960	700	87	449
33	990	725	89	436
34	1020	743	81	429
35	1050	744	67	442
36	1080	745	61	456
37	1110	750	50	474
38	1140	791	48	449
39	1170	829	55	424
40	1200	856	60	410
41	1230	874	59	401
42	1260	879	52	412
43	1290	879	47	420
44	1320	882	43	431
45	1350	903	41	430
46	1380	948	45	401
47	1410	978	45	383
48	1440	994	48	380
