	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1176	4	1
2	60	1199	21	14
3	90	1071	139	54
4	120	932	280	82
5	150	828	385	113
6	180	780	443	123
7	210	742	476	160
8	240	681	537	188
9	270	653	574	211
10	300	647	592	219
11	330	637	603	235
12	360	600	616	275
13	390	580	627	303
14	420	575	635	319
15	450	588	640	325
16	480	576	643	346
17	510	558	648	376
18	540	548	649	398
19	570	552	643	402
20	600	562	546	416
21	630	556	412	446
22	660	547	296	468
23	690	551	232	477
24	720	550	209	486
25	750	538	152	511
26	780	513	107	548
27	810	507	91	567
28	840	519	84	571
29	870	521	74	580
30	900	501	67	612
31	930	494	63	629
32	960	496	57	639
33	990	505	56	648
34	1020	493	54	666
35	1050	493	54	689
36	1080	500	57	702
37	1110	509	55	711
38	1140	516	51	718
39	1170	501	48	747
40	1200	491	46	767
41	1230	502	47	774
42	1260	506	45	779
43	1290	503	49	795
44	1320	497	50	821
45	1350	500	48	836
46	1380	507	50	844
47	1410	509	49	854
48	1440	482	49	889
