	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1163	2
2	60	0	1190	2
3	90	0	1230	4
4	120	0	1270	6
5	150	0	1314	6
6	180	0	1346	7
7	210	0	1397	10
8	240	0	1427	11
9	270	0	1453	19
10	300	0	1489	20
11	330	0	1546	22
12	360	0	1587	23
13	390	0	1624	24
14	420	0	1689	25
15	450	0	1733	27
16	480	0	1774	30
17	510	0	1832	31
18	540	0	1887	33
19	570	0	1938	34
20	600	0	2002	34
21	630	0	2053	35
22	660	0	2110	38
23	690	0	2169	40
24	720	0	2215	42
25	750	0	2263	46
26	780	0	2329	43
27	810	0	2394	46
28	840	0	2468	48
29	870	0	2540	53
30	900	0	2605	58
31	930	0	2668	60
32	960	0	2737	59
33	990	0	2791	60
34	1020	0	2871	64
35	1050	0	2934	64
36	1080	0	3018	67
37	1110	0	3078	69
38	1140	0	3178	71
39	1170	0	3265	71
40	1200	0	3321	72
41	1230	0	3390	72
42	1260	0	3473	70
43	1290	0	3549	77
44	1320	0	3615	79
45	1350	0	3690	78
46	1380	0	3774	78
47	1410	0	3844	74
48	1440	0	3937	73
