	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	1
2	60	1163	17	28
3	90	1041	52	151
4	120	884	82	305
5	150	788	99	415
6	180	732	126	466
7	210	658	155	526
8	240	629	169	560
9	270	617	188	576
10	300	599	207	595
11	330	586	230	607
12	360	579	240	618
13	390	580	259	624
14	420	574	282	628
15	450	578	290	637
16	480	578	298	642
17	510	589	312	645
18	540	584	327	647
19	570	591	339	637
20	600	588	360	528
21	630	572	387	378
22	660	578	395	267
23	690	570	416	196
24	720	561	437	148
25	750	559	449	112
26	780	554	461	96
27	810	560	473	77
28	840	560	489	66
29	870	559	501	55
30	900	560	517	51
31	930	558	535	49
32	960	560	546	44
33	990	570	557	39
34	1020	573	583	39
35	1050	571	601	42
36	1080	585	606	43
37	1110	580	629	40
38	1140	582	647	40
39	1170	579	662	39
40	1200	579	680	41
41	1230	569	704	43
42	1260	571	719	43
43	1290	585	725	41
44	1320	581	746	41
45	1350	585	764	38
46	1380	597	772	38
47	1410	602	785	41
48	1440	594	804	42
