	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1165	4
2	60	15	1172	27
3	90	45	1078	139
4	120	84	920	294
5	150	109	811	407
6	180	118	754	477
7	210	144	723	512
8	240	192	664	547
9	270	206	633	584
10	300	217	620	606
11	330	234	621	618
12	360	263	601	630
13	390	285	570	651
14	420	298	567	661
15	450	304	577	663
16	480	321	578	667
17	510	343	566	674
18	540	363	557	678
19	570	372	567	666
20	600	390	560	571
21	630	422	539	425
22	660	439	533	302
23	690	446	551	231
24	720	453	556	195
25	750	482	550	161
26	780	514	536	124
27	810	535	523	114
28	840	542	528	104
29	870	562	521	99
30	900	598	501	79
31	930	617	497	71
32	960	628	509	68
33	990	633	506	66
34	1020	661	495	61
35	1050	683	497	56
36	1080	703	491	60
37	1110	709	500	58
38	1140	727	497	57
39	1170	759	479	53
40	1200	783	464	51
41	1230	799	457	52
42	1260	803	466	50
43	1290	824	459	48
44	1320	844	454	45
45	1350	855	456	43
46	1380	865	461	40
47	1410	874	468	39
48	1440	899	458	39
