	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1178
2	60	15	36	1172
3	90	52	140	1072
4	120	87	259	942
5	150	133	369	818
6	180	161	448	750
7	210	171	473	740
8	240	171	483	755
9	270	173	484	778
10	300	213	495	756
11	330	283	537	669
12	360	328	567	615
13	390	362	593	574
14	420	377	607	560
15	450	381	615	570
16	480	382	616	591
17	510	387	619	607
18	540	430	625	572
19	570	488	617	525
20	600	529	533	501
21	630	556	412	483
22	660	565	304	486
23	690	567	222	500
24	720	567	187	520
25	750	575	180	519
26	780	608	179	498
27	810	661	179	457
28	840	687	142	447
29	870	704	112	443
30	900	715	92	447
31	930	718	76	462
32	960	718	69	475
33	990	731	69	486
34	1020	766	70	454
35	1050	792	71	435
36	1080	817	62	421
37	1110	837	56	424
38	1140	844	57	434
39	1170	846	52	450
40	1200	846	51	463
41	1230	857	51	469
42	1260	904	52	432
43	1290	938	54	411
44	1320	969	52	403
45	1350	992	55	380
46	1380	999	51	380
47	1410	1000	47	389
48	1440	1000	47	409
